"activity_period","operating_airline","operating_airline_iata_code","published_airline","published_airline_iata_code","geo_summary","geo_region","landing_aircraft_type","aircraft_body_type","aircraft_manufacturer","aircraft_model","aircraft_version","landing_count","total_landed_weight"
201505,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","747","422",5,3150000
201505,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","737","900ER",50,7855000
201505,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Boeing","737","900ER",20,3146000
201505,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","737","900",1187,186205100
201505,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","737","800",29,4238100
201505,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Boeing","737","800",49,7168700
201505,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","737","800",851,124457600
201505,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","737","700",2,258400
201505,"US Airways","US","US Airways","US","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",418,71687000
201505,"US Airways","US","US Airways","US","Domestic","US","Passenger","Narrow Body","Airbus","A320","231",63,8952300
201505,"US Airways","US","US Airways","US","Domestic","US","Passenger","Narrow Body","Boeing","757","200",1,198000
201505,"Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Passenger","Wide Body","Boeing","777","300",28,15511832
201505,"TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A320","-",43,6114600
201505,"TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A319","-",1,137500
201505,"Swiss International","LX","Swiss International","LX","International","Europe","Passenger","Wide Body","Airbus","A340","300",31,12985218
201505,"Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Passenger","Narrow Body","Boeing","737","800",61,8921600
201505,"Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Passenger","Narrow Body","Boeing","737","700",2,258400
201505,"Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","737","800",67,9648000
201505,"Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","737","700",743,95104000
201505,"Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","737","300",490,55860000
201505,"SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Embraer","ERJ","175",158,11843206
201505,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Embraer","ERJ","175",638,47822566
201505,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Turbo Prop","Embraer","EMB","120",20,516000
201505,"SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ","900",10,751000
201505,"SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ","700",28,1876000
201505,"SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Bombardier","CRJ","600",19,1273000
201505,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ","600",578,38726000
201505,"SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Bombardier","CL600","2B19",60,2820000
201505,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CL600","2B19",1756,82532000
201505,"Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Passenger","Wide Body","Boeing","777","300ER",62,34348000
201505,"SAS Airlines","SK","SAS Airlines","SK","International","Europe","Passenger","Wide Body","Airbus","A340","300",28,11704000
201505,"Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Passenger","Wide Body","Airbus","A340","300",13,5445362
201505,"Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Passenger","Wide Body","Boeing","777","300ER",31,17174000
201505,"Nippon Cargo Airlines","KZ","Nippon Cargo Airlines","KZ","International","Asia","Freighter","Wide Body","Boeing","747","800",22,16786000
201505,"Nippon Cargo Airlines","KZ","Nippon Cargo Airlines","KZ","International","Asia","Freighter","Wide Body","Boeing","747","400F",2,1304000
201505,"Mesa Airlines","YV","American Airlines","AA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ","900",5,367500
201505,"Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Airbus","A380","800",31,26722000
201505,"Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Airbus","A340","600",31,17701000
201505,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","777","F",2,1150000
201505,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Boeing","777","300ER",19,10526000
201505,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Boeing","777","200",12,5520000
201505,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","747","800",29,22127000
201505,"Kalitta Air","K4","Kalitta Air","K4","Domestic","US","Freighter","Wide Body","Boeing","747","400F",14,9128000
201505,"KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","747","400",31,19490320
201505,"JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",150,25800000
201505,"JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",305,43371000
201505,"Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","777","300ER",31,17174000
201505,"Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Wide Body","Airbus","A330","200",62,24862000
201505,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",64,9100672
201505,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A319","-",121,16274500
201505,"Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","McDonnell Douglas","MD-11","-",1,481500
201505,"Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","McDonnell Douglas","DC-10","30",32,13676000
201505,"Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","McDonnell Douglas","DC-10","10",8,2996000
201505,"Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","Airbus","A300","60",1,308600
201505,"Etihad Airways","EY","Etihad Airways","EY","International","Middle East","Passenger","Wide Body","Boeing","777","300ER",31,17173969
201505,"Emirates","EK","Emirates","EK","International","Middle East","Passenger","Wide Body","Airbus","A380","800",31,26927251
201505,"EVA Airways","BR","EVA Airways","BR","International","Asia","Passenger","Wide Body","Boeing","777","300ER",62,34348000
201505,"EVA Airways","BR","EVA Airways","BR","International","Asia","Freighter","Wide Body","Boeing","747","400F",7,4564000
201505,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","McDonnell Douglas","MD-90","-",15,2130000
201505,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",51,7252200
201505,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A319","114",2,268800
201505,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","767","400",1,350000
201505,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","767","300",193,56935000
201505,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","757","300",58,12992000
201505,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","757","-",278,55044000
201505,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","747","400",1,630000
201505,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","737","900",157,24696100
201505,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","737","800",18,2633400
201505,"Compass Airlines","CP","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Embraer","ERJ","175",663,49842351
201505,"Compass Airlines","CP","American Airlines","AA","Domestic","US","Passenger","Regional Jet","Embraer","ERJ","175",87,6521259
201505,"China Southern","CZ","China Southern","CZ","International","Asia","Passenger","Wide Body","Boeing","787","800",13,4940000
201505,"China Eastern","MU","China Eastern","MU","International","Asia","Passenger","Wide Body","Airbus","A330","200",31,12437200
201505,"China Airlines","CI","China Airlines","CI","International","Asia","Freighter","Wide Body","Boeing","747","400F",25,16650000
201505,"China Airlines","CI","China Airlines","CI","International","Asia","Passenger","Wide Body","Boeing","747","400",31,19530000
201505,"Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Passenger","Wide Body","Boeing","777","300ER",62,34286000
201505,"British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Airbus","A380","800",23,19826161
201505,"British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","747","400",39,24570000
201505,"Atlas Air, Inc","5Y","Atlas Air, Inc","5Y","Domestic","US","Freighter","Wide Body","Boeing","767","-",22,5984000
201505,"Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Passenger","Wide Body","Boeing","777","200ER",31,14260000
201505,"Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Freighter","Wide Body","Boeing","747","400F",13,8546000
201505,"Ameriflight","A8","Ameriflight","A8","Domestic","US","Freighter","Turbo Prop","Fairchild","SA-227","-",9,126000
201505,"Ameriflight","A8","Ameriflight","A8","Domestic","US","Freighter","Turbo Prop","Beechcraft","B-99","-",1,10900
201505,"Ameriflight","A8","Ameriflight","A8","Domestic","US","Freighter","Turbo Prop","Beechcraft","1900C","-",33,531300
201505,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",163,27954500
201505,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Wide Body","Boeing","767","300",10,3100000
201505,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Boeing","757","-",85,16830000
201505,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Boeing","737","-",630,90720000
201505,"All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","777","300ER",31,17174000
201505,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","737","900ER",7,1101100
201505,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","737","900ER",45,7078500
201505,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","737","900",22,3218600
201505,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","737","900",70,10241000
201505,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","737","800",8,1152000
201505,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","737","800",102,14688000
201505,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","737","700",5,646000
201505,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","737","700",113,14599600
201505,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","737","400",11,1331000
201505,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","737","400",174,21054000
201505,"Air New Zealand","NZ","Air New Zealand","NZ","International","Australia / Oceania","Passenger","Wide Body","Boeing","777","300",28,15456000
201505,"Air New Zealand","NZ","Air New Zealand","NZ","International","Australia / Oceania","Passenger","Wide Body","Boeing","777","200",3,1410000
201505,"Air France","AF","Air France","AF","International","Europe","Passenger","Wide Body","Airbus","A380","800",31,26385030
201505,"Air China","CA","Air China","CA","International","Asia","Passenger","Wide Body","Boeing","747","800",31,21328000
201505,"Air Cargo Carriers","2Q","Air Cargo Carriers","2Q","Domestic","US","Freighter","Turbo Prop","Shorts","SD3","30",21,546000
201505,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A321","211",41,7031500
201505,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A320","214",14,1997400
201505,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A320","211",70,9954000
201505,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A319","114",149,20040500
201505,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A319","112",13,1791400
201505,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Wide Body","Boeing","767","300",28,8957200
201505,"Aeromexico","AM","Aeromexico","AM","International","Mexico","Passenger","Narrow Body","Boeing","737","700",89,11392000
201505,"Aer Lingus","EI","Aer Lingus","EI","International","Europe","Passenger","Wide Body","Airbus","A330","200",31,12364440
201505,"ABX Air","GB","ABX Air","GB","Domestic","US","Freighter","Wide Body","Boeing","767","-",21,5734000
201504,"ABX Air","GB","ABX Air","GB","Domestic","US","Freighter","Wide Body","Boeing","767","-",22,6017000
201504,"Virgin Atlantic","VS","Virgin Atlantic","VS","International","Europe","Passenger","Wide Body","Airbus","A340","600",19,10849000
201504,"Virgin Atlantic","VS","Virgin Atlantic","VS","International","Europe","Passenger","Wide Body","Boeing","747","400",29,18270000
201504,"Virgin America","VX","Virgin America","VX","International","Mexico","Passenger","Narrow Body","Airbus","A320","-",41,5853267
201504,"Virgin America","VX","Virgin America","VX","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",1091,155409192
201504,"Virgin America","VX","Virgin America","VX","Domestic","US","Passenger","Narrow Body","Airbus","A319","-",284,39132076
201504,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Airbus","A320","232",69,9811800
201504,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Airbus","A320","232",57,8105400
201504,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A320","232",705,100251000
201504,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Airbus","A319","131",30,4131000
201504,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Airbus","A319","131",22,3029400
201504,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A319","131",438,60312600
201504,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","787","900",1,425000
201504,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","787","900",2,850000
201504,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","787","800",42,15960000
201504,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","787","800",29,11020000
201504,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","777","222B",52,23920000
201504,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","777","222B",61,28060000
201504,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","777","222B",13,5980000
201504,"United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","777","222",28,12880000
201504,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","777","222",56,24920000
201504,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","777","200",1,470000
201504,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","767","400",27,9450000
201504,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","767","322",27,8640000
201504,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","767","322",10,3200000
201504,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","757","300",336,75264000
201504,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","757","-",485,96030000
201504,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","747","422",36,22680000
201504,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","747","422",150,94500000
201504,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","747","422",4,2520000
201504,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","737","900ER",70,10991000
201504,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Boeing","737","900ER",25,3932500
201504,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","737","900",892,139971600
201504,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","737","800",6,877800
201504,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Boeing","737","800",1,146300
201504,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","737","800",924,135151300
201504,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","737","700",4,516800
201504,"US Airways","US","US Airways","US","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",360,61740000
201504,"US Airways","US","US Airways","US","Domestic","US","Passenger","Narrow Body","Airbus","A320","231",56,7957600
201504,"Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Passenger","Wide Body","Boeing","777","300",13,7201922
201504,"TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A320","-",39,5545800
201504,"TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A319","-",4,550000
201504,"Swiss International","LX","Swiss International","LX","International","Europe","Passenger","Wide Body","Airbus","A340","300",30,12566340
201504,"Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Passenger","Narrow Body","Boeing","737","800",20,2924200
201504,"Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Passenger","Narrow Body","Boeing","737","700",22,2842400
201504,"Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","737","800",63,9072000
201504,"Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","737","700",740,94720000
201504,"Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","737","300",488,55632000
201504,"SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Embraer","ERJ","175",93,6971001
201504,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Embraer","ERJ","175",589,44149673
201504,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Turbo Prop","Embraer","EMB","120",159,4102200
201504,"SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ","900",52,3905200
201504,"SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ","700",6,402000
201504,"SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Bombardier","CRJ","600",70,4690000
201504,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ","600",731,48977000
201504,"SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Bombardier","CL600","2B19",37,1739000
201504,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CL600","2B19",1634,76798000
201504,"Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Passenger","Wide Body","Boeing","777","300ER",60,33240000
201504,"SAS Airlines","SK","SAS Airlines","SK","International","Europe","Passenger","Wide Body","Airbus","A340","300",30,12540000
201504,"Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Passenger","Wide Body","Airbus","A340","300",6,2513244
201504,"Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Passenger","Wide Body","Boeing","777","300ER",31,17174000
201504,"Nippon Cargo Airlines","KZ","Nippon Cargo Airlines","KZ","International","Asia","Freighter","Wide Body","Boeing","747","800",26,19838000
201504,"Mesa Airlines","YV","American Airlines","AA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ","900",56,4116000
201504,"Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Airbus","A380","800",30,25860000
201504,"Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Airbus","A340","600",30,17130000
201504,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","777","F",1,575000
201504,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Boeing","777","300ER",10,5540000
201504,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Boeing","777","200",20,9200000
201504,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","747","800",28,21364000
201504,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","747","400F",2,1304000
201504,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","747","400ERF",4,2612000
201504,"Kalitta Air","K4","Kalitta Air","K4","Domestic","US","Freighter","Wide Body","Boeing","747","400F",10,6520000
201504,"KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","747","400",30,18861600
201504,"JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",147,25284000
201504,"JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",290,41238000
201504,"Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","777","300ER",30,16620000
201504,"Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Wide Body","Airbus","A330","200",60,24060000
201504,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",4,568792
201504,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A319","-",142,19099000
201504,"Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","McDonnell Douglas","MD-11","-",1,481500
201504,"Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","McDonnell Douglas","DC-10","30",29,12428000
201504,"Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","McDonnell Douglas","DC-10","10",15,5617500
201504,"Etihad Airways","EY","Etihad Airways","EY","International","Middle East","Passenger","Wide Body","Boeing","777","300ER",30,16619970
201504,"Emirates","EK","Emirates","EK","International","Middle East","Passenger","Wide Body","Airbus","A380","800",30,26058630
201504,"EVA Airways","BR","EVA Airways","BR","International","Asia","Passenger","Wide Body","Boeing","777","300ER",60,33240000
201504,"EVA Airways","BR","EVA Airways","BR","International","Asia","Freighter","Wide Body","Boeing","747","400F",9,5868000
201504,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","McDonnell Douglas","MD-90","-",54,7668000
201504,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",75,10665000
201504,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A319","114",5,672000
201504,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","767","300ER",2,640000
201504,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","767","300",143,42185000
201504,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","757","300",53,11872000
201504,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","757","-",260,51480000
201504,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","737","900",135,21235500
201504,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","737","800",4,585200
201504,"Compass Airlines","CP","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Embraer","ERJ","175",613,46083501
201504,"Compass Airlines","CP","American Airlines","AA","Domestic","US","Passenger","Regional Jet","Embraer","ERJ","175",33,2473581
201504,"China Southern","CZ","China Southern","CZ","International","Asia","Passenger","Wide Body","Boeing","787","800",13,4940000
201504,"China Eastern","MU","China Eastern","MU","International","Asia","Passenger","Wide Body","Airbus","A330","200",30,12036000
201504,"China Airlines","CI","China Airlines","CI","International","Asia","Freighter","Wide Body","Boeing","747","400F",22,14652000
201504,"China Airlines","CI","China Airlines","CI","International","Asia","Passenger","Wide Body","Boeing","747","400",30,18900000
201504,"Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Passenger","Wide Body","Boeing","777","300ER",60,33180000
201504,"British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Airbus","A380","800",21,18102147
201504,"British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","747","400",39,24570000
201504,"Atlas Air, Inc","5Y","Atlas Air, Inc","5Y","Domestic","US","Freighter","Wide Body","Boeing","767","-",22,5984000
201504,"Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Passenger","Wide Body","Boeing","777","200ER",29,13340000
201504,"Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Freighter","Wide Body","Boeing","747","400F",16,10474000
201504,"Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Passenger","Wide Body","Boeing","747","400",1,630000
201504,"Ameriflight","A8","Ameriflight","A8","Domestic","US","Freighter","Turbo Prop","Fairchild","SA-227","-",20,280000
201504,"Ameriflight","A8","Ameriflight","A8","Domestic","US","Freighter","Turbo Prop","Beechcraft","B-99","-",1,10900
201504,"Ameriflight","A8","Ameriflight","A8","Domestic","US","Freighter","Turbo Prop","Beechcraft","1900C","-",23,370300
201504,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",159,27268500
201504,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Wide Body","Boeing","767","300",57,17670000
201504,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Boeing","757","-",62,12276000
201504,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Boeing","737","-",591,85104000
201504,"All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","777","300ER",30,16620000
201504,"All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","777","200ER",1,460000
201504,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","737","900ER",4,629200
